architecture,source,ferrite,diamond_um,ferrite_um,graphene_nm,ferrite_layers,trap_density_cm3,interface_recombination_cm_s,annealing_rate_s,defect_healing_rate_s,temperature_K,electric_field_V_cm,cce,current_density_A_cm2,voltage_V,power_density_W_cm2,carrier_lifetime_s,recombination_fraction,trap_accumulation_rate_cm3_s,estimated_lifetime_years,peak_temperature_K,thermal_rise_K,interface_loss_fraction,dominant_interface_loss,dominant_interface_loss_value,vacancies_cm3,interstitials_cm3,effective_traps_cm3,ferrite_benefit_factor,radiation_tolerance_factor,defect_sink_factor
baseline,Ni63,,8.0,0.3,0.34,1,26020231464830.027,7910.298926323538,2.169558548774502e-08,1.3405918099482716e-07,300.0,59729.715902823664,0.11383292746423168,2.3849752012085773e-09,0.23849752012085773,5.688106710379894e-10,8.352398541292805e-11,0.1931932936083421,186319280725.7793,0.20345301657096657,300.0000000000032,3.1831201321498305e-12,0.35030102363841464,diamond_collector,0.35030102363841464,6.938162167450824e+17,5.0241863971195616e+17,1.1962608766885033e+18,0.05899177461971807,0.6997681200835453,1.0
baseline,Ni63,,8.0,0.3,0.34,1,75655499043648.66,7235.061338918497,3.071405029357323e-08,9.087800689390126e-08,300.0,36346.62762576971,0.11381532803698216,2.3846064660940493e-09,0.23846064660940494,5.68634799813755e-10,1.550420639654355e-10,0.19303507904849707,78294414277.73296,0.2606404702802323,300.0000000000032,3.1831201321498305e-12,0.3506172830471368,diamond_collector,0.3506172830471368,3.734681469453992e+17,2.7044245123632355e+17,6.439862536807665e+17,0.1403297088551041,1.6652566343532536,1.0
baseline,Ni63,,8.0,0.3,0.34,1,47923613466182.9,14162.499822650885,2.1476195626396722e-08,1.4123326187741578e-07,300.0,44934.678389388646,0.11373262469693919,2.3828737037075104e-09,0.23828737037075104,5.678087087820748e-10,1.1606158782211685e-10,0.19340776374356258,140021834377.6341,0.19476343272618568,300.0000000000032,3.1831201321498305e-12,0.3509749093345139,diamond_collector,0.3509749093345139,4.991268804219623e+17,3.614367065124555e+17,8.60611510547884e+17,0.07838879124939367,0.9311425849283314,1.0
baseline,Ni63,,8.0,0.3,0.34,1,164950017070242.62,8052.982463616814,2.5131446041333704e-08,7.182317642873434e-08,300.0,45661.685007698004,0.11363342305207778,2.3807952764177628e-09,0.23807952764177628,5.668186148213132e-10,8.820923534021962e-11,0.1949113872234224,109801419495.87599,0.32688181751974815,300.0000000000032,3.1831201321498305e-12,0.35033509803299445,diamond_collector,0.35033509803299445,6.56851851774944e+17,4.7565134094047674e+17,1.132668142732491e+18,0.09992370551093273,1.187419009766935,1.0
baseline,Ni63,,8.0,0.3,0.34,1,38416938515802.305,14061.855243240401,1.5816142622756556e-08,1.0062666129354262e-07,300.0,56385.366755754716,0.11362558831719972,2.380631126651887e-09,0.2380631126651887,5.667404561183832e-10,7.299694174495011e-11,0.19476630162241132,159396456921.98688,0.2721419963915466,300.0000000000032,3.1831201321498305e-12,0.3505519629062499,diamond_collector,0.35055196290624996,7.939515530835789e+17,5.749304349915571e+17,1.3689204050136517e+18,0.06881738009375132,0.8179623018384198,1.0
baseline,Ni63,,8.0,0.3,0.34,1,170285812131290.3,9333.828314874876,1.618497135506309e-08,9.60924818681818e-08,300.0,32792.15785243059,0.11375619052678289,2.3833674441482173e-09,0.23833674441482172,5.680440373825606e-10,1.648370533427967e-10,0.19327195367768749,67982811197.41692,0.282309571114927,300.0000000000032,3.1831201321498305e-12,0.3509028975668298,diamond_collector,0.35090289756682974,3.5118386962431174e+17,2.5430556076243267e+17,6.056597161988758e+17,0.16149673233642653,1.9178420326011885,1.0
baseline,Ni63,,8.0,0.3,0.34,1,34709398350088.1,4975.432560539497,2.442529771781856e-08,6.358837421708112e-08,300.0,45489.53806669759,0.10556003232278419,2.2116453027857247e-09,0.22116453027857247,4.89137494533416e-10,3.760604914376148e-11,0.2661155755734732,233950193241.85782,0.36004067206488966,300.0000000000032,3.1831201321498305e-12,0.3499757729732017,diamond_collector,0.3499757729732017,1.5417049317124905e+18,1.1164070195159414e+18,2.658146660626782e+18,0.043577477138547455,0.5572993593299138,1.0
baseline,Ni63,,8.0,0.3,0.34,1,75200584921648.19,16757.501201027335,1.253999872523731e-08,9.023807062666631e-08,300.0,39429.62714422925,0.11331896783777469,2.3742069552288937e-09,0.23742069552288936,5.636858666257254e-10,9.173140303340431e-11,0.1971153267149297,111931897145.42024,0.3083369448084958,300.0000000000032,3.1831201321498305e-12,0.3509019581662153,diamond_collector,0.3509019581662153,6.316571302975227e+17,4.5740688745682675e+17,1.089139218339271e+18,0.09770951694395379,1.1648180378771638,1.0
baseline,Ni63,,8.0,0.3,0.34,1,195863246927667.0,2984.5852628103376,2.4852145710821393e-08,1.1262210233407449e-07,300.0,43098.38461616495,0.11389989463568383,2.386378266620021e-09,0.23863782666200212,5.694801231396376e-10,2.0163580477103588e-10,0.1926453029851838,68015082008.75188,0.23059324276632828,300.0000000000032,3.1831201321498305e-12,0.3502605934144041,diamond_collector,0.35026059341440413,2.869537249783177e+17,2.0779407670843696e+17,4.9494366493368237e+17,0.1617009067035605,1.9169320826816052,1.0
baseline,Ni63,,8.0,0.3,0.34,1,105940094926817.44,6902.890221967204,2.2467512552167785e-08,1.0109859802805522e-07,300.0,74624.4146845115,0.11388416930911366,2.386048796801962e-09,0.2386048796801962,5.69322886072009e-10,1.0542864488581024e-10,0.19269785466489858,117066889544.11661,0.2564751053303733,300.0000000000032,3.1831201321498305e-12,0.35034704930817795,diamond_collector,0.3503470493081779,5.494936727939299e+17,3.979092113335355e+17,9.475088242223923e+17,0.09392816354999033,1.113724754424804,1.0
baseline,Ni63,,8.0,0.3,0.34,1,44096137425371.95,11337.071700267028,2.2325524393112115e-08,1.9730760814906905e-07,300.0,61608.559690881906,0.11377707712703902,2.3838050506014475e-09,0.23838050506014474,5.682526519272969e-10,1.4324901765782956e-10,0.19303042129922554,153093291803.79654,0.1442864839923139,300.0000000000032,3.1831201321498305e-12,0.3509614222213263,diamond_collector,0.3509614222213263,4.042837627385241e+17,2.927572075003105e+17,6.970850663762601e+17,0.07172451428758936,0.8516394890501898,1.0
baseline,Ni63,,8.0,0.3,0.34,1,322406283099224.06,4351.196892554366,1.4524785096097405e-08,6.292114119638221e-08,300.0,45357.27372909771,0.11385615039181424,2.3854617573186383e-09,0.23854617573186385,5.690427795629727e-10,1.1020529955468228e-10,0.1931123275622747,70171815576.80779,0.4093096282790345,300.0000000000032,3.1831201321498305e-12,0.3501766433464022,diamond_collector,0.35017664334640214,5.2552348434511763e+17,3.8055148866370586e+17,9.063973792919228e+17,0.15668057027334803,1.8580150981854942,1.0
baseline,Ni63,,8.0,0.3,0.34,1,166216464756730.3,8559.392388863864,9.58624373256673e-09,6.018244180383488e-08,300.0,54076.59499006614,0.10836186642400954,2.270348043707702e-09,0.2270348043707702,5.154480239567389e-10,3.668306130855047e-11,0.24144770602496005,190111827508.36096,0.4542155340253041,300.0000000000032,3.1831201321498305e-12,0.3500629472310335,diamond_collector,0.35006294723103343,1.5804348193874053e+18,1.1444528002460522e+18,2.7250538360982144e+18,0.0550459376633066,0.6858084240080375,1.0
baseline,Ni63,,8.0,0.3,0.34,1,494009574876668.1,76883.31010407224,2.4604687909060247e-08,6.097116978483867e-08,300.0,29341.750550865003,0.10511026333593829,2.2022219495978943e-09,0.22022219495978942,4.84978151529075e-10,5.813563392173198e-11,0.2674999301502101,147072500718.21927,0.3703988164274331,300.0000000000032,3.1831201321498305e-12,0.3529029855733389,diamond_collector,0.3529029855733389,9.968004144525135e+17,7.218209897759581e+17,1.7191154138033485e+18,0.06887457691739395,0.8865035419408318,1.0
baseline,Ni63,,8.0,0.3,0.34,1,52186159170506.92,7477.025188937524,1.4727019591047502e-08,9.320251839945931e-08,300.0,65269.05688650833,0.11384656164127613,2.3852608582224507e-09,0.23852608582224508,5.689469361768102e-10,7.706969665918133e-11,0.19313087941533605,139927910453.13275,0.29361159071211795,300.0000000000032,3.1831201321498305e-12,0.350243055557673,diamond_collector,0.35024305555767293,7.519552994839588e+17,5.445193547987288e+17,1.2965268404418583e+18,0.07856254966524946,0.9317675965186824,1.0
baseline,Ni63,,8.0,0.3,0.34,1,88081481865339.81,4843.45091685747,8.657195295190319e-09,7.841507809079583e-08,300.0,49332.217555577685,0.102156911997733,2.140344689133965e-09,0.2140344689133965,4.5810753883039695e-10,3.013106844278165e-11,0.296004051135644,288883638017.6746,0.36393823034508704,300.0000000000032,3.1831201321498305e-12,0.3499474817451269,diamond_collector,0.34994748174512685,1.9242923554701025e+18,1.3934530849955914e+18,3.3178335219475594e+18,0.03415386762932187,0.45132460150207576,1.0
baseline,Ni63,,8.0,0.3,0.34,1,110984416899746.1,19895.682546116524,1.5581502511700766e-08,5.5295874455992895e-08,300.0,39281.11287251973,0.11252309180528954,2.3575321262229382e-09,0.23575321262229382,5.557957726173247e-10,7.527748106747294e-11,0.20413605080171526,94076076580.13657,0.4471206300417549,300.0000000000032,3.1831201321498305e-12,0.35087490996542947,diamond_collector,0.35087490996542947,7.698383707231021e+17,5.5746916500638426e+17,1.3274185201463862e+18,0.11544078634027496,1.3859027453992028,1.0
baseline,Ni63,,8.0,0.3,0.34,1,548916300585223.3,5627.213701119832,3.0416246056583215e-08,6.366956086415345e-08,300.0,63112.33656797395,0.11358440086665664,2.379768186109686e-09,0.2379768186109686,5.663296619619785e-10,6.062785442673462e-11,0.19559139961206598,155040045877.85245,0.3369120639806223,300.0000000000032,3.1831201321498305e-12,0.35008161899630297,diamond_collector,0.350081618996303,9.557576169262118e+17,6.921003432913948e+17,1.6484068765181919e+18,0.07075004670450294,0.8409459122033309,1.0
baseline,Ni63,,8.0,0.3,0.34,1,88222309028582.48,9718.6947521707,1.4415996035215835e-08,1.2498656939992958e-07,300.0,44624.236706753465,0.1137556982926226,2.383357131084224e-09,0.2383357131084224,5.680391214290022e-10,1.8522762041885607e-10,0.19309885539382005,75108438472.6754,0.22735074057143845,300.0000000000032,3.1831201321498305e-12,0.35108200613579976,diamond_collector,0.3510820061357997,3.124970776410754e+17,2.2629098725733046e+17,5.388762872074345e+17,0.1461553340076274,1.7358940680976813,1.0
baseline,Ni63,,8.0,0.3,0.34,1,35974851558784.99,11284.122344722597,4.404790984964759e-08,1.0832825252307632e-07,300.0,48538.797368550266,0.1137729823841957,2.383719259430525e-09,0.2383719259430525,5.682117507780011e-10,1.0265574167963818e-10,0.19338221652707413,148276277305.79636,0.2079673015482019,300.0000000000032,3.1831201321498305e-12,0.3506424021630261,diamond_collector,0.35064240216302617,5.6439432190842694e+17,4.086993365543781e+17,9.731296333143639e+17,0.07406943653629816,0.8793064890610127,1.0
baseline,Ni63,,8.0,0.3,0.34,1,284283386191497.0,11659.86781163712,1.6285394417850617e-08,1.7387115580090008e-07,300.0,55657.23704750199,0.11362824174749712,2.380686720104488e-09,0.23806867201044882,5.667669259281866e-10,7.30054521243764e-11,0.19486156644600924,260224756507.89868,0.1666767227869071,300.0000000000032,3.1831201321498305e-12,0.35043176870873793,diamond_collector,0.350431768708738,7.937163279463959e+17,5.7476009954739014e+17,1.3687607108799777e+18,0.0421577070516766,0.5010295506024979,1.0
baseline,Ni63,,8.0,0.3,0.34,1,115787629819335.44,4243.790139549936,1.0091088159889608e-08,2.282939726326326e-07,300.0,76933.34792436728,0.11387154120810274,2.38578421863095e-09,0.238578421863095,5.691966337868493e-10,1.977841533808955e-10,0.1927329904492929,120261899848.32817,0.1329586704582449,300.0000000000032,3.1831201321498305e-12,0.3504236187970411,diamond_collector,0.35042361879704115,2.926018169097379e+17,2.1188407431394816e+17,5.046016788535055e+17,0.09141744207481342,1.0841363139384115,1.0
baseline,Ni63,,8.0,0.3,0.34,1,73598182348598.08,27815.574497953367,1.1498417676243607e-08,6.39311470251873e-08,300.0,58724.36422048429,0.11349651286668108,2.377926797110081e-09,0.2377926797110081,5.654535852414208e-10,6.90440532936513e-11,0.19529595532118108,109167478608.83702,0.4201230560988156,300.0000000000032,3.1831201321498305e-12,0.35116434912459327,diamond_collector,0.3511643491245933,8.394206945359154e+17,6.078563650087663e+17,1.4473506577270303e+18,0.10032126801766232,1.194314410026529,1.0
baseline,Ni63,,8.0,0.3,0.34,1,99591088989588.39,8918.921792689469,2.3677365460928464e-08,2.0213001250902632e-07,300.0,51145.22996094765,0.11382854134698533,2.384883305295021e-09,0.23848833052950208,5.687668379874903e-10,1.2943777265876866e-10,0.192896813040314,174204163753.90118,0.14035050043373526,300.0000000000032,3.1831201321498305e-12,0.3506397049446235,diamond_collector,0.35063970494462354,4.4745400210398144e+17,3.240184153166762e+17,7.715720085096472e+17,0.06307613572048179,0.7484338491069914,1.0
baseline,Ni63,,8.0,0.3,0.34,1,19395333679713.043,9664.720675703893,1.3119729138973944e-08,5.436734271044357e-08,300.0,40144.47868279595,0.1110135082837311,2.3259040257842384e-09,0.23259040257842384,5.409829537159328e-10,6.012304411224168e-11,0.21800020195502673,112179465677.72398,0.46954856198756667,300.0000000000032,3.1831201321498305e-12,0.350246364769104,diamond_collector,0.350246364769104,9.640970970204307e+17,6.981392771527258e+17,1.6622557695068362e+18,0.09555675558221063,1.1622474043811313,1.0
baseline,Ni63,,8.0,0.3,0.34,1,208073674200416.47,3951.559023654344,2.0308672668273236e-08,7.849896730262856e-08,300.0,46067.36270112407,0.11007527623282544,2.3062466188789103e-09,0.23062466188789105,5.318773467090406e-10,4.82340745280357e-11,0.22648856345734825,204730919818.56653,0.32073703987367624,300.0000000000032,3.1831201321498305e-12,0.3499781735735237,diamond_collector,0.34997817357352373,1.2017687451064965e+18,8.70246332663325e+17,2.072223151444022e+18,0.051926798993017234,0.6368373322619784,1.0
baseline,Ni63,,8.0,0.3,0.34,1,153801457803237.03,25502.175651817117,1.851311563111512e-08,7.061191374224845e-08,300.0,47278.625501028975,0.11238500012046335,2.3546388926819924e-09,0.23546388926819925,5.544324314930679e-10,6.124758399036643e-11,0.20530683809189956,145413159335.75555,0.3555799662046772,300.0000000000032,3.1831201321498305e-12,0.35091891323474245,diamond_collector,0.35091891323474245,9.463069241904006e+17,6.852567382068419e+17,1.631717463855046e+18,0.07459115125065031,0.8966196278546695,1.0
baseline,Ni63,,8.0,0.3,0.34,1,115172254482905.78,4681.007864614416,2.0925681077824543e-08,1.1208800829323601e-07,300.0,93821.26300502071,0.11371961760430252,2.3826011850780654e-09,0.23826011850780654,5.676788407135402e-10,4.3820329806665654e-11,0.19449669165204694,303394999240.6625,0.23824380789293176,300.0000000000032,3.1831201321498305e-12,0.3499881535535325,diamond_collector,0.34998815355353247,1.3229397695202143e+18,9.579908675836035e+17,2.2810458093583007e+18,0.03620003305043788,0.42973777793013374,1.0
baseline,Ni63,,8.0,0.3,0.34,1,50530418705301.375,8177.74745063517,9.621606750721094e-09,7.442684368671392e-08,300.0,54104.87303206014,0.10871066283089569,2.2776558657871743e-09,0.22776558657871743,5.187716242954722e-10,3.7452761317849535e-11,0.2383911962852285,224323596968.1927,0.3770288159185687,300.0000000000032,3.1831201321498305e-12,0.35005765380996645,diamond_collector,0.35005765380996645,1.5480081496328015e+18,1.1209714186996148e+18,2.669030098751122e+18,0.04680118185761954,0.5812152380352736,1.0
baseline,Ni63,,8.0,0.3,0.34,1,55807212415530.76,6326.091475020733,6.835213860302979e-09,9.218866886945454e-08,300.0,38337.150096111654,0.11348025020860189,2.3775860693690956e-09,0.23775860693690956,5.652915517257986e-10,9.628440703281756e-11,0.19632469119452434,102740641300.01639,0.320021709809462,300.0000000000032,3.1831201321498305e-12,0.35026560781324667,diamond_collector,0.3502656078132466,6.017696974843092e+17,4.3576426369553434e+17,1.0375897683922592e+18,0.10665243085620836,1.269023544714589,1.0
baseline,Ni63,,8.0,0.3,0.34,1,49584662566096.16,9361.460409899406,8.305085831044039e-09,4.802143930099507e-08,300.0,85143.22031411878,0.11388003724553343,2.385962223704105e-09,0.2385962223704105,5.692815732943039e-10,7.70466762593454e-11,0.19273854518436828,73047896886.77255,0.5625999243854795,300.0000000000032,3.1831201321498305e-12,0.3503425934778699,diamond_collector,0.3503425934778699,7.521816637397453e+17,5.446832737425742e+17,1.2969145221448858e+18,0.1505247342468514,1.7848603226851567,1.0
baseline,Ni63,,8.0,0.3,0.34,1,41585091399927.01,36177.036358966885,8.547858341352126e-08,5.566696436315316e-08,300.0,45602.419130978924,0.11338328786244546,2.3755545588370773e-09,0.23755545588370772,5.643259462011621e-10,9.274370411184556e-11,0.19532261626095174,152041803677.44675,0.2245151308487424,300.0000000000032,3.1831201321498305e-12,0.35214422832151593,diamond_collector,0.3521442283215159,6.247752587453018e+17,4.524234632293564e+17,1.0772403070660581e+18,0.07190762861735091,0.8575292429797515,1.0
baseline,Ni63,,8.0,0.3,0.34,1,398667725395218.2,5011.74991275461,1.7691660150149906e-08,1.4750159274886503e-07,300.0,55740.919828567734,0.11388184265356303,2.3860000497837343e-09,0.23860000497837344,5.692996237567983e-10,1.4975552753066882e-10,0.19270282326489865,110077567596.37714,0.19193911137415307,300.0000000000032,3.1831201321498305e-12,0.3503626781516682,diamond_collector,0.35036267815166816,3.8648666386470464e+17,2.7986965314340682e+17,6.667549847335067e+17,0.09988888998807809,1.1844401693800506,1.0
baseline,Ni63,,8.0,0.3,0.34,1,89847322612832.02,3819.6470655583403,1.7754613569677195e-08,8.752954915507414e-08,300.0,52988.00026561268,0.11389668783136891,2.3863110791292258e-09,0.23863110791292258,5.69448056637489e-10,1.0355943037499085e-10,0.19281346940341293,101550708091.28398,0.3010048116959894,300.0000000000032,3.1831201321498305e-12,0.3501189808561953,diamond_collector,0.3501189808561953,5.5943276907589235e+17,4.051064879515083e+17,9.646291043500136e+17,0.10830987333127676,1.2838934878878245,1.0
baseline,Ni63,,8.0,0.3,0.34,1,145824085882010.03,20317.57277381309,2.1616284385649665e-08,1.192292833546974e-07,300.0,50668.87629549938,0.11368007750055925,2.381772758989221e-09,0.2381772758989221,5.672841475463125e-10,1.078890885709371e-10,0.1934980550518347,130385244341.00455,0.225020069324681,300.0000000000032,3.1831201321498305e-12,0.3513500798956787,diamond_collector,0.3513500798956787,5.3692454033908006e+17,3.8880742576278214e+17,9.258777901877443e+17,0.0841201418180131,0.9999620238299766,1.0
baseline,Ni63,,8.0,0.3,0.34,1,56144221225366.34,12480.046341122552,1.9050416680911885e-08,2.84790647582317e-07,300.0,74096.01343424032,0.11367944957525047,2.3817596029866213e-09,0.23817596029866214,5.672778806418989e-10,1.9549243077169107e-10,0.19333566973803792,155102541764.3396,0.10430312669700129,300.0000000000032,3.1831201321498305e-12,0.35151939891963013,diamond_collector,0.35151939891963013,2.960741150688628e+17,2.1439849711883168e+17,5.105287564089199e+17,0.0707054214904097,0.8406070675933519,1.0
baseline,Ni63,,8.0,0.3,0.34,1,54310871475327.68,4590.078207533655,3.6281346914613825e-08,1.1403949075747728e-07,300.0,56376.86370110487,0.1138333261891943,2.384983555110819e-09,0.2384983555110819,5.688146558149041e-10,2.5211584261123976e-10,0.19285288865514538,59465232567.294334,0.21083196981729926,300.0000000000032,3.1831201321498305e-12,0.3506416148405207,diamond_collector,0.3506416148405207,2.2944147613298038e+17,1.6614727582043408e+17,3.956430628248898e+17,0.18478985710836118,2.1925465886516284,1.0
baseline,Ni63,,8.0,0.3,0.34,1,210002822527573.22,13745.057840825813,1.1478973050363114e-08,7.899683451731273e-08,300.0,53407.55986850712,0.1133869394005469,2.3756310641858563e-09,0.23756310641858563,5.643622953124825e-10,6.771903955102089e-11,0.19692701012789304,133495206197.8003,0.35028809119953086,300.0000000000032,3.1831201321498305e-12,0.3504863501920028,diamond_collector,0.3504863501920028,8.557781541411259e+17,6.197014219642636e+17,1.475689578927917e+18,0.0820009937088777,0.9766664775633366,1.0
baseline,Ni63,,8.0,0.3,0.34,1,79157001207720.02,9301.19889552483,1.7632496373882938e-08,1.0792660815899713e-07,300.0,72232.92729662241,0.11363228318199306,2.3807713943834055e-09,0.23807713943834055,5.668072432314305e-10,3.04659392161148e-10,0.1934836520324378,41077445964.29401,0.25243693011794305,300.0000000000032,3.1831201321498305e-12,0.3517884582407885,diamond_collector,0.3517884582407885,1.897506257943366e+17,1.3740562557520928e+17,3.2723540837075366e+17,0.2668096406325106,3.174011668644836,1.0
baseline,Ni63,,8.0,0.3,0.34,1,82738908943530.98,11315.164169046604,2.3190188237011e-08,8.303090561759149e-08,300.0,32228.223015100975,0.11027545394697147,2.310440650383748e-09,0.2310440650383748,5.338135998945676e-10,7.02372394396449e-11,0.2243419944072887,151116864864.1553,0.2983393370568576,300.0000000000032,3.1831201321498305e-12,0.35039301297060543,diamond_collector,0.3503930129706054,8.251447847184084e+17,5.97518637209882e+17,1.4227461608372342e+18,0.07045595226646602,0.8627779098381951,1.0
baseline,Ni63,,8.0,0.3,0.34,1,398238215371149.44,3417.4071133962893,3.0804053251724245e-08,8.485191616766889e-08,300.0,49239.29181840918,0.11391118570340122,2.386614831883702e-09,0.23866148318837022,5.695930355767271e-10,1.421878266730336e-10,0.1926248627478455,81178560535.25526,0.27414120498076544,300.0000000000032,3.1831201321498305e-12,0.35018103030480596,diamond_collector,0.35018103030480596,4.0710017257918637e+17,2.947966766952729e+17,7.022950874898304e+17,0.13550177255445686,1.6060926918280805,1.0
baseline,Ni63,,8.0,0.3,0.34,1,76524063590112.52,24844.000859261057,2.6764058710304756e-08,2.3777527114083974e-07,300.0,67112.87998694224,0.11347744394495188,2.3775272738223026e-09,0.23775272738223024,5.65263593776891e-10,1.6622205632258844e-10,0.19396948522155713,158863368442.4476,0.11980118713600009,300.0000000000032,3.1831201321498305e-12,0.35267170148546423,diamond_collector,0.35267170148546423,3.4830644558019757e+17,2.5222190886841894e+17,6.006048785122067e+17,0.06885021893264616,0.8207070899168966,1.0
